DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Lithuania,2017,45.98,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Lithuania,2018,43.79,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Lithuania,2019,45.72,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Lithuania,2020,59.01,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Luxembourg,2011,129.59,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Luxembourg,2012,196.48,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Luxembourg,2013,207.58,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Luxembourg,2014,198.79,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Luxembourg,2015,243.25,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Luxembourg,2016,235.06,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Luxembourg,2017,223.01,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Luxembourg,2018,273.1,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Luxembourg,2019,243.15,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Luxembourg,2020,269.85,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Latvia,2011,35.9,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Latvia,2012,39.57,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Latvia,2013,58.18,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Latvia,2014,47.91,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Latvia,2015,59.42,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Latvia,2016,90.43,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Latvia,2017,106.27,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Latvia,2018,125.77,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Latvia,2019,121.89,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Latvia,2020,135.34,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Malta,2011,242.88,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Malta,2012,154.17,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Malta,2013,208.64,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Malta,2014,216.77,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Malta,2015,215.73,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Malta,2016,241.87,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Malta,2017,276.23,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Malta,2018,361.25,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Malta,2019,303.06,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Malta,2020,416.99,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Netherlands,2011,298.81,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Netherlands,2012,328.64,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Netherlands,2013,378.25,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Netherlands,2014,359.2,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Netherlands,2015,387.41,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Netherlands,2016,395.03,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Netherlands,2017,408.15,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Netherlands,2018,415.03,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Netherlands,2019,395.37,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Netherlands,2020,352.19,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Norway,2011,210.51,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Norway,2012,237.76,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Norway,2013,236.15,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Norway,2014,254.6,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Norway,2015,272.88,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Norway,2016,286.22,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Norway,2017,309.78,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Norway,2018,324.92,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Norway,2019,318.35,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Norway,2020,305.14,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Poland,2011,1.4,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Poland,2012,1.99,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Poland,2013,3.11,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Poland,2014,2.63,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Poland,2015,3.56,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Poland,2016,8.43,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Poland,2017,10.74,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Poland,2018,9.35,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Poland,2019,6.35,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Poland,2020,5.97,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Portugal,2011,0.05,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Portugal,2012,0.33,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Portugal,2013,101.76,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Portugal,2014,122.37,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Portugal,2015,148.59,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Portugal,2016,162.74,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Portugal,2017,175.68,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Portugal,2018,208.33,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Portugal,2019,235.7,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Portugal,2020,276.73,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Romania,2011,0.04,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Romania,2012,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Romania,2013,0.03,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Romania,2014,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Romania,2015,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Romania,2016,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Romania,2017,0.03,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Romania,2018,0.12,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Romania,2019,0.15,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Romania,2020,0.13,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Serbia,2011,64,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Serbia,2012,59.4,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Serbia,2013,73.98,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Serbia,2014,74.46,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Serbia,2015,88.01,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Serbia,2016,80.73,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Serbia,2017,79.93,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Serbia,2018,69.81,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Serbia,2019,66.85,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Serbia,2020,70.74,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Sweden,2011,273.02,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Sweden,2012,292.87,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Sweden,2013,295.44,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Sweden,2014,291.09,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Sweden,2015,297.79,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Sweden,2016,309.2,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Sweden,2017,307.31,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Sweden,2018,316.82,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Sweden,2019,295.74,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Sweden,2020,298.47,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovenia,2011,0.28,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovenia,2012,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovenia,2013,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovenia,2014,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovenia,2015,0.24,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovenia,2016,1.96,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovenia,2017,1.22,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovenia,2018,1.45,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovenia,2019,1.49,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovenia,2020,2.33,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovakia,2011,55.34,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovakia,2012,144.54,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovakia,2013,111.48,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovakia,2014,132.22,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovakia,2015,91.27,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovakia,2016,116.54,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovakia,2017,86.74,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovakia,2018,92.01,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovakia,2019,81.02,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Slovakia,2020,78.92,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Türkiye,2011,3.55,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Türkiye,2012,5.52,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Türkiye,2013,6.39,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Türkiye,2014,6.25,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Türkiye,2015,5.08,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Türkiye,2016,3.91,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Türkiye,2017,4.34,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Türkiye,2018,4.35,dp
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Türkiye,2019,1.53,dp
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,Türkiye,2020,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,United Kingdom,2011,314.94,d
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,United Kingdom,2012,361.9,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,United Kingdom,2013,373.86,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,United Kingdom,2014,398.92,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,United Kingdom,2015,450.68,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,United Kingdom,2016,443.26,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,United Kingdom,2017,454.19,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,United Kingdom,2018,440.93,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,United Kingdom,2019,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,65 years or over,Dementia,United Kingdom,2020,,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Austria,2011,0.02,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Austria,2012,0.05,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Austria,2013,0.06,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Austria,2014,0.11,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Austria,2015,0.08,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Austria,2016,0.14,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Austria,2017,0.13,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Austria,2018,0.12,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Austria,2019,0.11,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Austria,2020,0.11,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Belgium,2011,0.31,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Belgium,2012,0.3,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Belgium,2013,0.25,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Belgium,2014,0.27,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Belgium,2015,0.36,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Belgium,2016,0.33,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Belgium,2017,0.39,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Belgium,2018,0.27,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Belgium,2019,0.39,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Belgium,2020,0.3,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Bulgaria,2011,0.02,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Bulgaria,2012,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Bulgaria,2013,0.02,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Bulgaria,2014,0.01,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Bulgaria,2015,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Bulgaria,2016,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Bulgaria,2017,0.03,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Bulgaria,2018,0,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Bulgaria,2019,0.02,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Bulgaria,2020,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Switzerland,2011,0.24,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Switzerland,2012,0.24,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Switzerland,2013,0.33,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Switzerland,2014,0.17,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Switzerland,2015,0.26,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Switzerland,2016,0.18,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Switzerland,2017,0.18,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Switzerland,2018,0.26,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Switzerland,2019,0.14,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Switzerland,2020,0.29,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Cyprus,2011,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Cyprus,2012,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Cyprus,2013,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Cyprus,2014,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Cyprus,2015,0,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Cyprus,2016,0.15,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Cyprus,2017,0.16,
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Cyprus,2018,0,p
ESTAT:HLTH_CD_ASDR2(1.0),13/04/23 11:00:00,Annual,Rate,Total,Less than 65 years,Dementia,Cyprus,2019,0,p
